caseid,task,user,end_timestamp,start_timestamp,role,ac_index,rl_index
109505,Validar solicitud,18929,2016-04-12 22:11:02+00:00,2016-04-12 20:27:02+00:00,Role 3,14,6
109505,Homologacion por grupo de cursos,957,2016-04-29 23:50:38+00:00,2016-04-29 20:49:15+00:00,Role 2,5,5
109552,Traer informacion estudiante - banner,7682,2016-04-12 20:55:53+00:00,2016-04-12 20:55:53+00:00,Role 1,10,1
109552,Radicar Solicitud Homologacion,7682,2016-04-12 20:59:08+00:00,2016-04-12 20:55:56+00:00,Role 1,7,1
109552,Validar solicitud,22404,2016-04-13 01:13:46+00:00,2016-04-13 01:12:59+00:00,Role 3,14,6
109552,Homologacion por grupo de cursos,4560,2016-04-13 16:42:53+00:00,2016-04-13 15:30:37+00:00,Role 2,5,5
109552,Revisar curso,241,2016-04-13 16:18:07+00:00,2016-04-13 15:30:38+00:00,Role 3,9,6
109552,Evaluacion curso,241,2016-04-21 01:36:18+00:00,2016-04-21 01:29:57+00:00,Role 3,4,6
109552,Validacion final,22404,2016-04-21 23:53:27+00:00,2016-04-21 23:51:19+00:00,Role 3,13,6
109552,Visto Bueno Cierre Proceso,4560,2016-04-22 13:52:25+00:00,2016-04-22 13:36:09+00:00,Role 2,16,5
109552,Transferir Creditos,4560,2016-04-26 16:16:41+00:00,2016-04-26 16:16:41+00:00,Role 2,11,5
109552,Transferir creditos homologables,4560,2016-04-26 16:16:41+00:00,2016-04-26 16:16:41+00:00,Role 2,12,5
109552,Transferir creditos homologables,4560,2016-04-26 16:16:42+00:00,2016-04-26 16:16:42+00:00,Role 2,12,5
109555,Traer informacion estudiante - banner,7775,2016-04-12 22:29:58+00:00,2016-04-12 22:29:58+00:00,Role 1,10,1
109555,Radicar Solicitud Homologacion,7775,2016-04-12 22:30:05+00:00,2016-04-12 22:30:00+00:00,Role 1,7,1
109555,Validar solicitud,7080,2016-04-12 23:49:55+00:00,2016-04-12 22:35:52+00:00,Role 3,14,6
109555,Homologacion por grupo de cursos,6889,2016-04-26 02:26:34+00:00,2016-04-26 00:39:33+00:00,Role 2,5,5
109555,Revisar curso,7080,2016-04-26 00:39:36+00:00,2016-04-26 00:39:33+00:00,Role 3,9,6
109555,Evaluacion curso,22485,2016-04-26 01:35:36+00:00,2016-04-26 00:42:47+00:00,Role 2,4,5
109555,Validacion final,7080,2016-05-04 19:32:12+00:00,2016-05-04 19:32:09+00:00,Role 3,13,6
109555,Visto Bueno Cierre Proceso,6889,2016-05-04 20:29:15+00:00,2016-05-04 19:35:09+00:00,Role 2,16,5
109555,Transferir Creditos,6889,2016-05-16 17:41:25+00:00,2016-05-16 17:41:25+00:00,Role 2,11,5
109555,Transferir creditos homologables,6889,2016-05-16 17:41:26+00:00,2016-05-16 17:41:26+00:00,Role 2,12,5
109556,Traer informacion estudiante - banner,12196,2016-04-12 23:10:09+00:00,2016-04-12 23:10:09+00:00,Role 1,10,1
109556,Radicar Solicitud Homologacion,12196,2016-04-12 23:12:37+00:00,2016-04-12 23:10:12+00:00,Role 1,7,1
109556,Cancelar Solicitud,12196,2016-04-13 01:36:27+00:00,2016-04-13 01:36:04+00:00,Role 1,2,1
109556,Notificacion estudiante cancelacion soli,12196,2016-04-13 02:18:11+00:00,2016-04-13 02:18:11+00:00,Role 1,6,1
109602,Traer informacion estudiante - banner,15345,2016-04-13 03:25:21+00:00,2016-04-13 03:25:21+00:00,Role 1,10,1
109602,Radicar Solicitud Homologacion,15345,2016-04-13 03:25:22+00:00,2016-04-13 03:25:22+00:00,Role 1,7,1
109602,Validar solicitud,18929,2016-04-13 05:42:53+00:00,2016-04-13 03:40:05+00:00,Role 3,14,6
109602,Homologacion por grupo de cursos,18929,2016-05-04 21:28:56+00:00,2016-05-04 18:48:51+00:00,Role 3,5,6
109603,Traer informacion estudiante - banner,3057,2016-04-13 03:57:28+00:00,2016-04-13 03:57:28+00:00,Role 1,10,1
109603,Radicar Solicitud Homologacion,3057,2016-04-13 03:57:29+00:00,2016-04-13 03:57:29+00:00,Role 1,7,1
109603,Validar solicitud,19019,2016-04-13 04:10:35+00:00,2016-04-13 04:09:47+00:00,Role 3,14,6
109603,Homologacion por grupo de cursos,1007,2016-04-13 16:48:41+00:00,2016-04-13 16:48:39+00:00,Role 2,5,5
109603,Validacion final,19019,2016-04-13 16:48:41+00:00,2016-04-13 16:48:40+00:00,Role 3,13,6
109603,Visto Bueno Cierre Proceso,1007,2016-04-13 16:49:51+00:00,2016-04-13 16:49:51+00:00,Role 2,16,5
109603,Transferir Creditos,1007,2016-04-13 16:50:44+00:00,2016-04-13 16:50:44+00:00,Role 2,11,5
109603,Transferir creditos homologables,1007,2016-04-13 16:50:45+00:00,2016-04-13 16:50:45+00:00,Role 2,12,5
109753,Homologacion por grupo de cursos,1007,2016-04-13 17:12:33+00:00,2016-04-13 16:34:52+00:00,Role 2,5,5
109753,Validacion final,19019,2016-04-13 16:34:53+00:00,2016-04-13 16:34:53+00:00,Role 3,13,6
109753,Visto Bueno Cierre Proceso,1007,2016-04-13 17:12:46+00:00,2016-04-13 16:35:05+00:00,Role 2,16,5
109753,Traer informacion estudiante - banner,3926,2016-04-13 18:10:11+00:00,2016-04-13 18:10:11+00:00,Role 1,10,1
109753,Radicar Solicitud Homologacion,3926,2016-04-13 18:10:30+00:00,2016-04-13 18:10:12+00:00,Role 1,7,1
109753,Validar solicitud,19019,2016-04-13 18:28:43+00:00,2016-04-13 18:28:43+00:00,Role 3,14,6
109753,Transferir Creditos,1007,2016-04-20 00:16:45+00:00,2016-04-20 00:16:45+00:00,Role 2,11,5
109753,Transferir creditos homologables,1007,2016-04-20 00:16:45+00:00,2016-04-20 00:16:45+00:00,Role 2,12,5
109754,Traer informacion estudiante - banner,2981,2016-04-13 18:38:02+00:00,2016-04-13 18:38:02+00:00,Role 1,10,1
109754,Radicar Solicitud Homologacion,2981,2016-04-13 18:38:31+00:00,2016-04-13 18:38:03+00:00,Role 1,7,1
109754,Cancelar Solicitud,2981,2016-04-13 19:06:23+00:00,2016-04-13 19:06:15+00:00,Role 1,2,1
109754,Notificacion estudiante cancelacion soli,2981,2016-04-13 19:14:28+00:00,2016-04-13 19:14:28+00:00,Role 1,6,1
109755,Traer informacion estudiante - banner,6872,2016-04-13 18:49:11+00:00,2016-04-13 18:49:11+00:00,Role 1,10,1
109755,Radicar Solicitud Homologacion,6872,2016-04-13 19:27:33+00:00,2016-04-13 18:49:14+00:00,Role 1,7,1
109755,Validar solicitud,1707,2016-04-20 17:43:35+00:00,2016-04-20 17:09:11+00:00,Role 3,14,6
109755,Homologacion por grupo de cursos,15930,2016-04-26 23:21:44+00:00,2016-04-26 19:33:18+00:00,Role 2,5,5
109755,Revisar curso,1707,2016-04-26 20:02:43+00:00,2016-04-26 19:33:19+00:00,Role 3,9,6
109755,Evaluacion curso,7010,2016-05-02 19:52:43+00:00,2016-05-02 16:58:18+00:00,Role 2,4,5
109755,Validacion final,1707,2016-06-03 01:24:51+00:00,2016-06-03 01:23:34+00:00,Role 3,13,6
109755,Visto Bueno Cierre Proceso,15930,2016-06-03 17:04:51+00:00,2016-06-03 16:41:33+00:00,Role 2,16,5
109757,Traer informacion estudiante - banner,2981,2016-04-13 19:15:12+00:00,2016-04-13 19:15:12+00:00,Role 1,10,1
109757,Radicar Solicitud Homologacion,2981,2016-04-13 19:15:23+00:00,2016-04-13 19:15:13+00:00,Role 1,7,1
109757,Cancelar Solicitud,2981,2016-04-13 19:25:41+00:00,2016-04-13 19:25:38+00:00,Role 1,2,1
109757,Notificacion estudiante cancelacion soli,2981,2016-04-13 19:29:14+00:00,2016-04-13 19:29:14+00:00,Role 1,6,1
109758,Traer informacion estudiante - banner,2981,2016-04-13 19:29:27+00:00,2016-04-13 19:29:27+00:00,Role 1,10,1
109758,Radicar Solicitud Homologacion,2981,2016-04-13 19:29:37+00:00,2016-04-13 19:29:28+00:00,Role 1,7,1
109758,Validar solicitud,677,2016-04-13 20:00:33+00:00,2016-04-13 19:39:20+00:00,Role 3,14,6
109758,Homologacion por grupo de cursos,677,2016-04-18 16:52:46+00:00,2016-04-18 16:52:44+00:00,Role 3,5,6
109758,Cancelar curso,677,2016-04-18 16:52:47+00:00,2016-04-18 16:52:45+00:00,Role 3,3,6
110251,Traer informacion estudiante - banner,22829,2016-04-15 00:08:02+00:00,2016-04-15 00:08:02+00:00,Role 1,10,1
110251,Radicar Solicitud Homologacion,22829,2016-04-15 00:08:16+00:00,2016-04-15 00:08:09+00:00,Role 1,7,1
110251,Validar solicitud,22475,2016-04-15 00:16:58+00:00,2016-04-15 00:15:50+00:00,Role 3,14,6
110251,Homologacion por grupo de cursos,1343,2016-04-15 04:40:31+00:00,2016-04-15 01:24:47+00:00,Role 2,5,5
110251,Revisar curso,49,2016-04-15 01:31:52+00:00,2016-04-15 01:24:48+00:00,Role 3,9,6
110251,Evaluacion curso,49,2016-04-16 03:20:57+00:00,2016-04-16 00:29:23+00:00,Role 3,4,6
110251,Visto Bueno Cierre Proceso,1343,2016-05-18 16:25:10+00:00,2016-05-18 16:06:08+00:00,Role 2,16,5
110251,Validacion final,22475,2016-05-18 18:04:04+00:00,2016-05-18 18:04:04+00:00,Role 3,13,6
110251,Transferir Creditos,1343,2016-05-20 19:08:48+00:00,2016-05-20 19:08:48+00:00,Role 2,11,5
110251,Transferir creditos homologables,1343,2016-05-20 19:08:48+00:00,2016-05-20 19:08:48+00:00,Role 2,12,5
110452,Traer informacion estudiante - banner,26259,2016-04-15 15:06:12+00:00,2016-04-15 15:06:12+00:00,Role 1,10,1
110452,Radicar Solicitud Homologacion,26259,2016-04-15 15:15:17+00:00,2016-04-15 15:06:15+00:00,Role 1,7,1
110452,Validar solicitud,19019,2016-04-18 17:03:47+00:00,2016-04-18 17:02:20+00:00,Role 3,14,6
110452,Homologacion por grupo de cursos,1007,2016-04-18 20:53:40+00:00,2016-04-18 18:29:42+00:00,Role 2,5,5
110452,Revisar curso,659,2016-04-18 18:30:22+00:00,2016-04-18 18:29:43+00:00,Role 3,9,6
110452,Evaluacion curso,659,2016-04-18 19:30:12+00:00,2016-04-18 19:09:16+00:00,Role 3,4,6
110452,Visto Bueno Cierre Proceso,1007,2016-04-21 17:29:01+00:00,2016-04-21 15:26:33+00:00,Role 2,16,5
110452,Validacion final,19019,2016-04-21 16:05:30+00:00,2016-04-21 16:05:30+00:00,Role 3,13,6
110452,Transferir Creditos,1007,2016-05-13 18:28:16+00:00,2016-05-13 18:28:16+00:00,Role 2,11,5
110452,Transferir creditos homologables,1007,2016-05-13 18:28:16+00:00,2016-05-13 18:28:16+00:00,Role 2,12,5
110454,Traer informacion estudiante - banner,7144,2016-04-15 16:45:47+00:00,2016-04-15 16:45:47+00:00,Role 1,10,1
110454,Radicar Solicitud Homologacion,7144,2016-04-15 16:47:30+00:00,2016-04-15 16:45:51+00:00,Role 1,7,1
110454,Cancelar Solicitud,19019,2016-04-15 18:32:52+00:00,2016-04-15 18:25:00+00:00,Role 3,2,6
110454,Notificacion estudiante cancelacion soli,19019,2016-04-18 18:17:32+00:00,2016-04-18 18:17:32+00:00,Role 3,6,6
110456,Traer informacion estudiante - banner,7144,2016-04-15 17:54:10+00:00,2016-04-15 17:54:10+00:00,Role 1,10,1
110456,Radicar Solicitud Homologacion,7144,2016-04-15 18:05:25+00:00,2016-04-15 17:54:12+00:00,Role 1,7,1
110456,Cancelar Solicitud,19019,2016-04-18 23:14:06+00:00,2016-04-18 23:07:14+00:00,Role 3,2,6
110456,Notificacion estudiante cancelacion soli,19019,2016-04-19 21:30:19+00:00,2016-04-19 21:30:19+00:00,Role 3,6,6
110457,Traer informacion estudiante - banner,7144,2016-04-15 17:58:06+00:00,2016-04-15 17:58:06+00:00,Role 1,10,1
110457,Radicar Solicitud Homologacion,7144,2016-04-15 17:58:42+00:00,2016-04-15 17:58:07+00:00,Role 1,7,1
110457,Cancelar Solicitud,19019,2016-04-15 18:40:58+00:00,2016-04-15 18:33:13+00:00,Role 3,2,6
110457,Notificacion estudiante cancelacion soli,19019,2016-04-18 18:18:19+00:00,2016-04-18 18:18:19+00:00,Role 3,6,6
110459,Traer informacion estudiante - banner,5488,2016-04-15 18:30:09+00:00,2016-04-15 18:30:09+00:00,Role 1,10,1
110459,Radicar Solicitud Homologacion,5488,2016-04-15 18:30:17+00:00,2016-04-15 18:30:11+00:00,Role 1,7,1
110459,Validar solicitud,22404,2016-04-15 18:37:45+00:00,2016-04-15 18:36:22+00:00,Role 3,14,6
110459,Homologacion por grupo de cursos,22404,2016-04-15 20:49:26+00:00,2016-04-15 20:49:26+00:00,Role 3,5,6
110459,Revisar curso,22404,2016-04-15 20:49:27+00:00,2016-04-15 20:49:27+00:00,Role 3,9,6
110459,Evaluacion curso,22404,2016-04-15 20:51:01+00:00,2016-04-15 20:51:01+00:00,Role 3,4,6
110459,Validar solicitud / pre-homologacion,22404,2016-04-15 21:03:54+00:00,2016-04-15 21:03:54+00:00,Role 3,15,6
110462,Traer informacion estudiante - banner,6101,2016-04-15 20:20:39+00:00,2016-04-15 20:20:39+00:00,Role 1,10,1
110462,Radicar Solicitud Homologacion,6101,2016-04-15 20:20:40+00:00,2016-04-15 20:20:40+00:00,Role 1,7,1
110462,Validar solicitud,22475,2016-04-15 20:31:19+00:00,2016-04-15 20:31:19+00:00,Role 3,14,6
110462,Homologacion por grupo de cursos,1343,2016-04-15 23:47:21+00:00,2016-04-15 20:36:12+00:00,Role 2,5,5
110462,Revisar curso,22475,2016-04-15 20:36:12+00:00,2016-04-15 20:36:12+00:00,Role 3,9,6
110462,Evaluacion curso,1295,2016-04-15 22:01:13+00:00,2016-04-15 20:37:13+00:00,Role 2,4,5
110462,Validacion final,22475,2016-04-30 02:17:40+00:00,2016-04-30 02:17:40+00:00,Role 3,13,6
110462,Visto Bueno Cierre Proceso,1343,2016-05-02 17:37:13+00:00,2016-05-02 15:50:04+00:00,Role 2,16,5
110464,Traer informacion estudiante - banner,6101,2016-04-15 20:37:07+00:00,2016-04-15 20:37:07+00:00,Role 1,10,1
110464,Radicar Solicitud Homologacion,6101,2016-04-15 20:38:05+00:00,2016-04-15 20:37:08+00:00,Role 1,7,1
110464,Validar solicitud,22475,2016-04-15 22:57:20+00:00,2016-04-15 22:57:17+00:00,Role 3,14,6
110464,Homologacion por grupo de cursos,1343,2016-04-16 02:11:17+00:00,2016-04-15 23:00:34+00:00,Role 2,5,5
110464,Revisar curso,22475,2016-04-15 23:00:34+00:00,2016-04-15 23:00:34+00:00,Role 3,9,6
110464,Evaluacion curso,1343,2016-04-16 02:11:25+00:00,2016-04-15 23:00:52+00:00,Role 2,4,5
110464,Validacion final,22475,2016-05-20 19:34:22+00:00,2016-05-20 19:34:13+00:00,Role 3,13,6
110464,Visto Bueno Cierre Proceso,1343,2016-05-20 19:43:43+00:00,2016-05-20 19:43:43+00:00,Role 2,16,5
110465,Traer informacion estudiante - banner,19916,2016-04-15 22:32:26+00:00,2016-04-15 22:32:26+00:00,Role 1,10,1
110465,Radicar Solicitud Homologacion,19916,2016-04-15 22:32:32+00:00,2016-04-15 22:32:29+00:00,Role 1,7,1
110465,Cancelar Solicitud,19916,2016-04-15 22:36:07+00:00,2016-04-15 22:36:07+00:00,Role 1,2,1
110465,Notificacion estudiante cancelacion soli,19916,2016-04-15 22:36:45+00:00,2016-04-15 22:36:45+00:00,Role 1,6,1
110466,Traer informacion estudiante - banner,19916,2016-04-15 22:38:31+00:00,2016-04-15 22:38:31+00:00,Role 1,10,1
110466,Radicar Solicitud Homologacion,19916,2016-04-15 22:38:35+00:00,2016-04-15 22:38:32+00:00,Role 1,7,1
110466,Cancelar Solicitud,7297,2016-04-15 22:53:49+00:00,2016-04-15 22:41:53+00:00,Role 3,2,6
110466,Notificacion estudiante cancelacion soli,7297,2016-04-19 16:38:06+00:00,2016-04-19 16:38:06+00:00,Role 3,6,6
110503,Traer informacion estudiante - banner,8033,2016-04-15 19:25:31+00:00,2016-04-15 19:25:31+00:00,Role 1,10,1
110503,Radicar Solicitud Homologacion,8033,2016-04-15 19:35:03+00:00,2016-04-15 19:25:33+00:00,Role 1,7,1
110503,Cancelar Solicitud,1707,2016-04-19 00:20:18+00:00,2016-04-18 22:56:32+00:00,Role 3,2,6
110503,Notificacion estudiante cancelacion soli,1707,2016-05-03 16:42:42+00:00,2016-05-03 16:42:42+00:00,Role 3,6,6
110551,Traer informacion estudiante - banner,8813,2016-04-15 23:17:49+00:00,2016-04-15 23:17:49+00:00,Role 1,10,1
110551,Radicar Solicitud Homologacion,8813,2016-04-15 23:32:30+00:00,2016-04-15 23:17:52+00:00,Role 1,7,1
110551,Validar solicitud,677,2016-04-19 20:00:49+00:00,2016-04-19 19:56:46+00:00,Role 3,14,6
110551,Homologacion por grupo de cursos,3445,2016-04-20 19:43:33+00:00,2016-04-20 15:11:33+00:00,Role 2,5,5
110551,Revisar curso,677,2016-04-20 15:11:34+00:00,2016-04-20 15:11:34+00:00,Role 3,9,6
110551,Evaluacion curso,6985,2016-04-20 19:32:08+00:00,2016-04-20 15:12:08+00:00,Role 2,4,5
110551,Validacion final,677,2016-06-08 21:25:24+00:00,2016-06-08 21:21:11+00:00,Role 3,13,6
110551,Visto Bueno Cierre Proceso,3445,2016-06-09 16:21:15+00:00,2016-06-09 16:13:29+00:00,Role 2,16,5
110552,Cancelar Solicitud,19916,2016-04-15 22:30:29+00:00,2016-04-15 22:30:21+00:00,Role 1,2,1
110552,Notificacion estudiante cancelacion soli,19916,2016-04-15 22:38:21+00:00,2016-04-15 22:38:21+00:00,Role 1,6,1
110552,Traer informacion estudiante - banner,19916,2016-04-15 23:53:29+00:00,2016-04-15 23:53:29+00:00,Role 1,10,1
110552,Radicar Solicitud Homologacion,19916,2016-04-15 23:53:31+00:00,2016-04-15 23:53:31+00:00,Role 1,7,1
110602,Traer informacion estudiante - banner,13544,2016-04-16 02:47:55+00:00,2016-04-16 02:47:55+00:00,Role 1,10,1
110602,Radicar Solicitud Homologacion,13544,2016-04-16 02:47:58+00:00,2016-04-16 02:47:58+00:00,Role 1,7,1
110602,Validar solicitud,22404,2016-04-16 03:32:27+00:00,2016-04-16 03:32:27+00:00,Role 3,14,6
110602,Homologacion por grupo de cursos,22404,2016-04-18 03:43:22+00:00,2016-04-18 03:43:22+00:00,Role 3,5,6
110602,Revisar curso,22404,2016-04-18 03:43:23+00:00,2016-04-18 03:43:23+00:00,Role 3,9,6
110602,Cancelar curso,22404,2016-04-18 03:43:24+00:00,2016-04-18 03:43:24+00:00,Role 3,3,6
110603,Traer informacion estudiante - banner,13544,2016-04-16 03:33:49+00:00,2016-04-16 03:33:49+00:00,Role 1,10,1
110603,Radicar Solicitud Homologacion,13544,2016-04-16 03:33:50+00:00,2016-04-16 03:33:50+00:00,Role 1,7,1
110603,Cancelar Solicitud,13544,2016-04-16 04:12:50+00:00,2016-04-16 03:40:50+00:00,Role 1,2,1
110603,Validar solicitud,22404,2016-04-16 03:40:50+00:00,2016-04-16 03:40:50+00:00,Role 3,14,6
110603,Revisar curso,22404,2016-04-18 03:48:29+00:00,2016-04-18 03:48:29+00:00,Role 3,9,6
110603,Notificacion estudiante cancelacion soli,13544,2016-04-22 02:18:52+00:00,2016-04-22 02:18:52+00:00,Role 1,6,1
110606,Traer informacion estudiante - banner,13544,2016-04-16 04:01:13+00:00,2016-04-16 04:01:13+00:00,Role 1,10,1
110606,Radicar Solicitud Homologacion,13544,2016-04-16 04:01:15+00:00,2016-04-16 04:01:15+00:00,Role 1,7,1
110606,Validar solicitud,22404,2016-04-16 04:08:24+00:00,2016-04-16 04:08:24+00:00,Role 3,14,6
110606,Homologacion por grupo de cursos,22404,2016-04-18 04:05:29+00:00,2016-04-18 04:05:29+00:00,Role 3,5,6
110606,Revisar curso,22404,2016-04-18 04:05:29+00:00,2016-04-18 04:05:29+00:00,Role 3,9,6
110606,Cancelar curso,22404,2016-04-18 04:05:29+00:00,2016-04-18 04:05:29+00:00,Role 3,3,6
110607,Traer informacion estudiante - banner,13544,2016-04-16 04:08:48+00:00,2016-04-16 04:08:48+00:00,Role 1,10,1
110607,Radicar Solicitud Homologacion,13544,2016-04-16 04:08:49+00:00,2016-04-16 04:08:49+00:00,Role 1,7,1
110607,Validar solicitud,22404,2016-04-16 04:11:34+00:00,2016-04-16 04:11:34+00:00,Role 3,14,6
110607,Homologacion por grupo de cursos,22404,2016-04-18 04:07:16+00:00,2016-04-18 04:07:16+00:00,Role 3,5,6
110607,Revisar curso,22404,2016-04-18 04:07:16+00:00,2016-04-18 04:07:16+00:00,Role 3,9,6
110607,Cancelar curso,22404,2016-04-18 04:07:16+00:00,2016-04-18 04:07:16+00:00,Role 3,3,6
110608,Traer informacion estudiante - banner,13544,2016-04-16 04:11:50+00:00,2016-04-16 04:11:50+00:00,Role 1,10,1
110608,Radicar Solicitud Homologacion,13544,2016-04-16 04:11:51+00:00,2016-04-16 04:11:51+00:00,Role 1,7,1
110608,Validar solicitud,22404,2016-04-16 04:17:47+00:00,2016-04-16 04:17:47+00:00,Role 3,14,6
110608,Homologacion por grupo de cursos,22404,2016-04-18 04:11:40+00:00,2016-04-18 04:11:40+00:00,Role 3,5,6
110608,Revisar curso,22404,2016-04-18 04:11:40+00:00,2016-04-18 04:11:40+00:00,Role 3,9,6
110608,Cancelar curso,22404,2016-04-18 04:11:40+00:00,2016-04-18 04:11:40+00:00,Role 3,3,6
110609,Traer informacion estudiante - banner,13544,2016-04-16 04:17:58+00:00,2016-04-16 04:17:58+00:00,Role 1,10,1
110609,Radicar Solicitud Homologacion,13544,2016-04-16 04:17:59+00:00,2016-04-16 04:17:59+00:00,Role 1,7,1
110609,Validar solicitud,22404,2016-04-16 04:20:50+00:00,2016-04-16 04:20:50+00:00,Role 3,14,6
110609,Homologacion por grupo de cursos,22404,2016-04-18 04:13:53+00:00,2016-04-18 04:13:53+00:00,Role 3,5,6
110609,Revisar curso,22404,2016-04-18 04:13:53+00:00,2016-04-18 04:13:53+00:00,Role 3,9,6
110609,Cancelar curso,22404,2016-04-18 04:13:53+00:00,2016-04-18 04:13:53+00:00,Role 3,3,6
110611,Traer informacion estudiante - banner,13544,2016-04-16 04:25:08+00:00,2016-04-16 04:25:08+00:00,Role 1,10,1
110611,Radicar Solicitud Homologacion,13544,2016-04-16 04:25:09+00:00,2016-04-16 04:25:09+00:00,Role 1,7,1
110611,Validar solicitud,22404,2016-04-16 04:28:14+00:00,2016-04-16 04:28:14+00:00,Role 3,14,6
110611,Homologacion por grupo de cursos,22404,2016-04-18 04:18:22+00:00,2016-04-18 04:18:22+00:00,Role 3,5,6
110611,Revisar curso,22404,2016-04-18 04:18:22+00:00,2016-04-18 04:18:22+00:00,Role 3,9,6
110611,Cancelar curso,22404,2016-04-18 04:18:22+00:00,2016-04-18 04:18:22+00:00,Role 3,3,6
110701,Traer informacion estudiante - banner,11829,2016-04-16 19:00:44+00:00,2016-04-16 19:00:44+00:00,Role 1,10,1
110701,Radicar Solicitud Homologacion,11829,2016-04-16 19:00:51+00:00,2016-04-16 19:00:51+00:00,Role 1,7,1
110701,Validar solicitud,22475,2016-04-16 19:23:12+00:00,2016-04-16 19:23:12+00:00,Role 3,14,6
110701,Homologacion por grupo de cursos,1343,2016-04-18 18:48:24+00:00,2016-04-18 15:41:14+00:00,Role 2,5,5
110701,Revisar curso,26757,2016-04-18 15:44:39+00:00,2016-04-18 15:41:15+00:00,Role 3,9,6
110701,Evaluacion curso,26757,2016-04-18 19:25:01+00:00,2016-04-18 19:24:26+00:00,Role 3,4,6
110701,Validacion final,22475,2016-04-18 21:00:36+00:00,2016-04-18 20:59:35+00:00,Role 3,13,6
110701,Visto Bueno Cierre Proceso,1343,2016-04-19 02:03:22+00:00,2016-04-18 23:01:14+00:00,Role 2,16,5
110851,Traer informacion estudiante - banner,6723,2016-04-16 23:16:59+00:00,2016-04-16 23:16:59+00:00,Role 1,10,1
110851,Radicar Solicitud Homologacion,6723,2016-04-16 23:17:03+00:00,2016-04-16 23:17:03+00:00,Role 1,7,1
110851,Validar solicitud,677,2016-04-16 23:29:17+00:00,2016-04-16 23:28:21+00:00,Role 3,14,6
110851,Homologacion por grupo de cursos,3445,2016-04-18 17:04:26+00:00,2016-04-18 16:56:18+00:00,Role 2,5,5
110851,Validacion final,677,2016-04-18 16:56:18+00:00,2016-04-18 16:56:18+00:00,Role 3,13,6
110851,Visto Bueno Cierre Proceso,3445,2016-04-18 17:04:48+00:00,2016-04-18 16:56:41+00:00,Role 2,16,5
110853,Traer informacion estudiante - banner,6723,2016-04-17 00:11:14+00:00,2016-04-17 00:11:14+00:00,Role 1,10,1
110853,Radicar Solicitud Homologacion,6723,2016-04-17 00:11:16+00:00,2016-04-17 00:11:16+00:00,Role 1,7,1
110853,Validar solicitud,677,2016-04-17 00:32:29+00:00,2016-04-17 00:31:40+00:00,Role 3,14,6
110853,Cancelar Solicitud,6723,2016-04-17 02:26:13+00:00,2016-04-17 00:31:41+00:00,Role 1,2,1
110853,Revisar curso,677,2016-04-18 16:49:29+00:00,2016-04-18 16:49:29+00:00,Role 3,9,6
110853,Notificacion estudiante cancelacion soli,6723,2016-05-06 18:32:31+00:00,2016-05-06 18:32:31+00:00,Role 1,6,1
110854,Traer informacion estudiante - banner,6723,2016-04-17 00:34:08+00:00,2016-04-17 00:34:08+00:00,Role 1,10,1
110854,Radicar Solicitud Homologacion,6723,2016-04-17 00:34:10+00:00,2016-04-17 00:34:10+00:00,Role 1,7,1
110854,Cancelar Solicitud,6723,2016-04-17 02:32:33+00:00,2016-04-17 00:38:01+00:00,Role 1,2,1
110854,Validar solicitud,677,2016-04-17 00:38:58+00:00,2016-04-17 00:38:01+00:00,Role 3,14,6
110854,Revisar curso,677,2016-04-18 16:57:09+00:00,2016-04-18 16:57:09+00:00,Role 3,9,6
110854,Notificacion estudiante cancelacion soli,6723,2016-05-06 18:32:59+00:00,2016-05-06 18:32:59+00:00,Role 1,6,1
110901,Traer informacion estudiante - banner,24536,2016-04-17 17:33:43+00:00,2016-04-17 17:33:43+00:00,Role 1,10,1
110901,Radicar Solicitud Homologacion,24536,2016-04-17 17:33:50+00:00,2016-04-17 17:33:50+00:00,Role 1,7,1
110901,Cancelar Solicitud,294,2016-04-17 20:50:24+00:00,2016-04-17 19:53:41+00:00,Role 3,2,6
110901,Notificacion estudiante cancelacion soli,294,2016-04-27 16:43:53+00:00,2016-04-27 16:43:53+00:00,Role 3,6,6
110951,Traer informacion estudiante - banner,24536,2016-04-17 19:54:12+00:00,2016-04-17 19:54:12+00:00,Role 1,10,1
110951,Radicar Solicitud Homologacion,24536,2016-04-17 19:54:16+00:00,2016-04-17 19:54:16+00:00,Role 1,7,1
110951,Cancelar Solicitud,294,2016-04-17 20:56:14+00:00,2016-04-17 19:59:29+00:00,Role 3,2,6
110951,Notificacion estudiante cancelacion soli,294,2016-04-27 16:45:00+00:00,2016-04-27 16:45:00+00:00,Role 3,6,6
110952,Traer informacion estudiante - banner,341,2016-04-17 19:58:28+00:00,2016-04-17 19:58:28+00:00,Role 1,10,1
110952,Radicar Solicitud Homologacion,341,2016-04-17 19:58:29+00:00,2016-04-17 19:58:29+00:00,Role 1,7,1
110952,Cancelar Solicitud,669,2016-04-17 21:46:26+00:00,2016-04-17 21:35:29+00:00,Role 3,2,6
110952,Notificacion estudiante cancelacion soli,669,2016-04-19 18:57:52+00:00,2016-04-19 18:57:52+00:00,Role 3,6,6
110953,Traer informacion estudiante - banner,24536,2016-04-17 19:59:59+00:00,2016-04-17 19:59:59+00:00,Role 1,10,1
110953,Radicar Solicitud Homologacion,24536,2016-04-17 20:00:00+00:00,2016-04-17 20:00:00+00:00,Role 1,7,1
